UNIV;JURUSAN;SNBP;PENDAFTAR SNBP;DITERIMA SNBP;KEKETATAN SNBP;SNBT;PENDAFTAR SNBT;DITERIMA SNBT;KEKETATAN SNBT
Universitas Negeri Malang;MATEMATIKA (S1);"85,63";195;54;1:04;"558,34";185;63;1:03
Universitas Negeri Malang;"PEND BAHASA, SASTRA INDONESIA & DAERAH (S1)";"87,23";549;42;1:13;"670,38";509;51;1:10
Universitas Negeri Malang;PENDIDIKAN ADMINISTRASI PERKANTORAN (S1);"88,23";556;37;1:15;"658,27";508;53;1:10
Universitas Negeri Malang;PENDIDIKAN AKUNTANSI (S1);"85,64";199;30;1:07;"574,98";221;42;1:05
Universitas Negeri Malang;PENDIDIKAN BAHASA ARAB (S1);"87,42";355;45;1:08;"626,74";397;63;1:06
Universitas Negeri Malang;PENDIDIKAN BAHASA INGGRIS (S1);"89,3";417;38;1:11;"657,17";508;45;1:11
Universitas Negeri Malang;PENDIDIKAN BAHASA JERMAN (S1);"83,19";67;27;1:02;"514,19";65;32;1:02
Universitas Negeri Malang;PENDIDIKAN BAHASA MANDARIN (S1);"82,93";63;27;1:02;"532,18";119;32;1:04
Universitas Negeri Malang;PENDIDIKAN BIOLOGI (S1);"86,62";274;32;1:09;"583,01";245;46;1:05
Universitas Negeri Malang;PENDIDIKAN EKONOMI (S1);"86,52";255;40;1:06;"581,24";242;56;1:04
Universitas Negeri Malang;PENDIDIKAN FISIKA (S1);"84,59";143;51;1:03;"531,41";109;59;1:02
Universitas Negeri Malang;PENDIDIKAN GEOGRAFI (S1);"86,15";247;57;1:04;580;223;67;1:03
Universitas Negeri Malang;PENDIDIKAN GURU PEND ANAK USIA DINI (S1);"86,61";257;40;1:06;"589,78";247;49;1:05
Universitas Negeri Malang;PENDIDIKAN GURU SEKOLAH DASAR (S1);"88,09";1411;98;1:14;"702,48";1325;117;1:11
Universitas Negeri Malang;PENDIDIKAN ILMU PENGETAHUAN ALAM (S1);"85,9";211;66;1:03;"561,08";190;77;1:02
Universitas Negeri Malang;PENDIDIKAN ILMU PENGETAHUAN SOSIAL (S1);"86,13";242;27;1:09;"590,59";247;39;1:06
Universitas Negeri Malang;"PENDIDIKAN JASMANI, KESEHATAN, DAN REKREASI (S1)";"87,41";354;68;1:05;"649,68";474;81;1:06
Universitas Negeri Malang;PENDIDIKAN KEPELATIHAN OLAHRAGA (S1);"86,02";219;48;1:05;"606,6";282;66;1:04
Universitas Negeri Malang;PENDIDIKAN KIMIA (S1);"84,61";144;51;1:03;"541,15";133;59;1:02
Universitas Negeri Malang;PENDIDIKAN LUAR BIASA (S1);"84,82";152;42;1:04;"570,6";209;49;1:04
Universitas Negeri Malang;PENDIDIKAN LUAR SEKOLAH (S1);"84,13";118;54;1:02;"566,47";203;63;1:03
Universitas Negeri Malang;PENDIDIKAN MATEMATIKA (S1);"89,32";437;55;1:08;"622,73";381;77;1:05
Universitas Negeri Malang;PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN (S1);"87,38";353;61;1:06;"617,17";370;72;1:05
Universitas Negeri Malang;PENDIDIKAN SEJARAH (S1);"86,83";320;47;1:07;"609,48";296;67;1:04
Universitas Negeri Malang;PENDIDIKAN SENI RUPA (S1);"84,1";117;42;1:03;"548,72";141;49;1:03
Universitas Negeri Malang;PENDIDIKAN SENI TARI DAN MUSIK (S1);"83,98";114;42;1:03;"519,01";76;49;1:02
Universitas Negeri Malang;PENDIDIKAN SOSIOLOGI (S1);"88,8";376;45;1:08;"609,77";324;63;1:05
Universitas Negeri Malang;PENDIDIKAN TATA BOGA (S1);"88,84";381;28;1:14;"642,02";472;33;1:14
Universitas Negeri Malang;PENDIDIKAN TATA BUSANA (S1);"89,36";437;28;1:16;"639,6";412;33;1:12
Universitas Negeri Malang;PENDIDIKAN TATA NIAGA (S1);"85,41";180;30;1:06;"578,95";223;36;1:06
Universitas Negeri Malang;PENDIDIKAN TEKNIK BANGUNAN (S1);"83,75";97;42;1:02;"528,06";96;49;1:02
Universitas Negeri Malang;PENDIDIKAN TEKNIK ELEKTRO (S1);"83,44";81;30;1:03;"518,25";75;35;1:02
Universitas Negeri Malang;PENDIDIKAN TEKNIK INFORMATIKA (S1);"86,04";222;28;1:08;"601,61";260;33;1:08
Universitas Negeri Malang;PENDIDIKAN TEKNIK MESIN (S1);"83,58";94;45;1:02;"531,45";116;52;1:02
Universitas Negeri Malang;PENDIDIKAN TEKNIK OTOMOTIF (S1);"84,51";141;36;1:04;"554,2";150;42;1:04
Universitas Negeri Malang;PERPUSTAKAAN DIGITAL (D4);"82,64";19;15;1:01;"525,93";89;18;1:05
Universitas Negeri Malang;PSIKOLOGI (S1);"91,33";1566;100;1:16;"709,87";2312;120;1:19
Universitas Negeri Malang;TATA BOGA (D4);"86,16";249;20;1:12;"633,08";408;24;1:17
Universitas Negeri Malang;TEKNIK ELEKTRO (S1);"91,23";264;25;1:11;"612,73";346;30;1:12
Universitas Negeri Malang;TEKNIK INDUSTRI (S1);"88,26";376;27;1:14;"674,2";525;33;1:16
Universitas Negeri Malang;TEKNIK INFORMATIKA (S1);"92,32";809;27;1:30;"701,07";1199;33;1:36
Universitas Negeri Malang;TEKNIK MESIN (S1);88;361;30;1:12;"641,24";431;36;1:12
Universitas Negeri Malang;TEKNIK SIPIL (S1);"91,23";468;38;1:12;"685,54";643;45;1:14
Universitas Negeri Malang;TEKNOLOGI PENDIDIKAN (S1);"85,9";201;42;1:05;"599,59";253;60;1:04
Universitas Negeri Malang;TEKNOLOGI REKAYASA DAN PEMELIHARAAN BANGUNAN SIPIL (D4);"82,85";37;27;1:01;"537,23";124;32;1:04
Universitas Negeri Malang;TEKNOLOGI REKAYASA MANUFAKTUR (D4);"82,16";8;24;1:00;"515,66";70;28;1:03
Universitas Negeri Malang;TEKNOLOGI REKAYASA OTOMOTIF (D4);"82,87";42;24;1:02;"525,45";80;28;1:03
Universitas Negeri Malang;TEKNOLOGI REKAYASA PEMBANGKIT ENERGI (D4);"82,48";11;27;1:00;"508,51";61;32;1:02
Universitas Negeri Malang;TEKNOLOGI REKAYASA SISTEM ELEKTRONIKA (D4);"82,69";22;27;1:01;"516,74";72;32;1:02
UIN Maulana Malik Ibrahim Malang;AKUNTANSI (S1);"87,66";279;88;1:03;"644,77";292;176;1:02
UIN Maulana Malik Ibrahim Malang;BAHASA DAN SASTRA INGGRIS (S1);"87,53";205;88;1:02;"642,78";242;176;1:01
UIN Maulana Malik Ibrahim Malang;BIOLOGI (S1);"86,08";114;52;1:02;"568,81";110;104;1:01
UIN Maulana Malik Ibrahim Malang;FARMASI (S1);"89,18";660;78;1:08;"703,25";798;156;1:05
UIN Maulana Malik Ibrahim Malang;FISIKA (S1);"85,11";45;39;1:01;"537,28";31;78;1:00
UIN Maulana Malik Ibrahim Malang;KIMIA (S1);"85,76";74;39;1:02;"542,5";57;78;1:01
UIN Maulana Malik Ibrahim Malang;MANAJEMEN (S1);"88,61";555;80;1:07;"684,1";509;161;1:03
UIN Maulana Malik Ibrahim Malang;MATEMATIKA (S1);"85,42";65;39;1:02;"540,39";51;78;1:01
UIN Maulana Malik Ibrahim Malang;PENDIDIKAN DOKTER (S1);"88,62";625;25;1:25;"707,53";1228;50;1:25
UIN Maulana Malik Ibrahim Malang;PENDIDIKAN IPS (S1);"86,97";184;65;1:03;"607,72";149;130;1:01
UIN Maulana Malik Ibrahim Malang;PERPUSTAKAAN DAN ILMU INFORMASI (S1);"86,65";142;39;1:04;"632,34";151;77;1:02
UIN Maulana Malik Ibrahim Malang;PSIKOLOGI (S1);"88,86";636;91;1:07;"686,18";691;182;1:04
UIN Maulana Malik Ibrahim Malang;TEKNIK ARSITEKTUR (S1);"86,52";142;52;1:03;"586,13";149;104;1:01
UIN Maulana Malik Ibrahim Malang;TEKNIK ELEKTRO (S1);"90,81";0;15;–;0;0;30;–
UIN Maulana Malik Ibrahim Malang;TEKNIK INFORMATIKA (S1);"87,76";341;78;1:04;"660,23";392;156;1:03
UIN Maulana Malik Ibrahim Malang;TEKNIK LINGKUNGAN (S1);"89,62";0;15;–;0;0;30;–
UIN Maulana Malik Ibrahim Malang;TEKNIK MESIN (S1);"90,12";0;15;–;0;0;30;–
UIN Maulana Malik Ibrahim Malang;TEKNIK SIPIL (S1);"89,55";0;15;–;0;0;30;–
Politeknik Negeri Malang;ADMINISTRASI BISNIS (D3);-;-;-;-;"636,55";287;72;1:04
Politeknik Negeri Malang;AKUNTANSI (D3);-;-;-;-;"610,45";143;60;1:02
Politeknik Negeri Malang;AKUNTANSI (KAMPUS KAB LUMAJANG) (D3);-;-;-;-;0;12;36;1:00
Politeknik Negeri Malang;AKUNTANSI MANAJEMEN (D4);-;-;-;-;"660,78";566;96;1:06
Politeknik Negeri Malang;AKUNTANSI MANAJEMEN (PSDKU PAMEKASAN) (D4);-;-;-;-;"561,16";26;10;1:03
Politeknik Negeri Malang;"AKUNTANSI, KAMPUS KEDIRI (D3)";-;-;-;-;"604,57";132;60;1:02
Politeknik Negeri Malang;BAHASA INGGRIS UNTUK INDUSTRI PARIWISATA (D4);-;-;-;-;"577,91";48;24;1:02
Politeknik Negeri Malang;BAHASA INGGRIS UNTUK KOMUNIKASI BISNIS DAN PROFESIONAL (D4);-;-;-;-;"603,77";128;36;1:04
Politeknik Negeri Malang;KEUANGAN (D4);-;-;-;-;"622,54";162;36;1:05
Politeknik Negeri Malang;KEUANGAN (PSDKU KEDIRI) (D4);-;-;-;-;"620,51";158;36;1:04
Politeknik Negeri Malang;MANAJEMEN INFORMATIKA (KAMPUS KAB PAMEKASAN) (D3);-;-;-;-;0;6;10;1:01
Politeknik Negeri Malang;"MANAJEMEN INFORMATIKA, KAMPUS KEDIRI (D3)";-;-;-;-;"607,52";142;60;1:02
Politeknik Negeri Malang;MANAJEMEN PEMASARAN (D4);-;-;-;-;"659,37";358;84;1:04
Politeknik Negeri Malang;MANAJEMEN REKAYASA KONSTRUKSI (D4);-;-;-;-;"633,74";239;52;1:05
Politeknik Negeri Malang;PENGELOLAAN ARSIP DAN REKAMAN INFORMASI (D4);-;-;-;-;"601,9";121;24;1:05
Politeknik Negeri Malang;SISTEM INFORMASI BISNIS (D4);-;-;-;-;"660,43";379;72;1:05
Politeknik Negeri Malang;SISTEM KELISTRIKAN (D4);-;-;-;-;"628,33";189;48;1:04
Politeknik Negeri Malang;TEKNIK ELEKTRONIKA (D3);-;-;-;-;"601,95";121;59;1:02
Politeknik Negeri Malang;TEKNIK ELEKTRONIKA (D4);-;-;-;-;"656,47";340;68;1:05
Politeknik Negeri Malang;TEKNIK ELEKTRONIKA (PSDKU KEDIRI) (D4);-;-;-;-;"581,79";65;24;1:03
Politeknik Negeri Malang;TEKNIK INFORMATIKA (D4);-;-;-;-;"665,71";1001;96;1:10
Politeknik Negeri Malang;TEKNIK JARINGAN TELEKOMUNIKASI DIGITAL (D4);-;-;-;-;"622,88";172;61;1:03
Politeknik Negeri Malang;TEKNIK KIMIA (D3);-;-;-;-;"593,22";93;48;1:02
Politeknik Negeri Malang;TEKNIK LISTRIK (D3);-;-;-;-;"606,92";133;40;1:03
Politeknik Negeri Malang;TEKNIK MESIN (D3);-;-;-;-;"657,74";349;84;1:04
Politeknik Negeri Malang;TEKNIK MESIN PRODUKSI DAN PERAWATAN (D4);-;-;-;-;"649,06";332;60;1:06
Politeknik Negeri Malang;TEKNIK MESIN PRODUKSI DAN PERAWATAN (PSDKU KEDIRI) (D4);-;-;-;-;"582,35";77;36;1:02
Politeknik Negeri Malang;"TEKNIK MESIN, KAMPUS KEDIRI (D3)";-;-;-;-;"587,94";79;52;1:02
Politeknik Negeri Malang;TEKNIK OTOMOTIF ELEKTRONIK (D4);-;-;-;-;"617,21";151;48;1:03
Politeknik Negeri Malang;TEKNIK OTOMOTIF ELEKTRONIK (PSDKU PAMEKASAN) (D4);-;-;-;-;0;3;10;1:00
Politeknik Negeri Malang;TEKNIK SIPIL (D3);-;-;-;-;"634,05";273;32;1:09
Politeknik Negeri Malang;TEKNIK TELEKOMUNIKASI (D3);-;-;-;-;"579,52";59;40;1:01
Politeknik Negeri Malang;TEKNOLOGI INFORMASI (KAMPUS KAB LUMAJANG) (D3);-;-;-;-;"564,05";27;36;1:01
Politeknik Negeri Malang;TEKNOLOGI KIMIA INDUSTRI (D4);-;-;-;-;"629,82";194;60;1:03
Politeknik Negeri Malang;"TEKNOLOGI KONSTRUKSI JALAN, JEMBATAN, DAN BANGUNAN AIR (D3)";-;-;-;-;"570,05";33;32;1:01
Politeknik Negeri Malang;TEKNOLOGI PERTAMBANGAN (D3);-;-;-;-;"633,34";214;32;1:07
Politeknik Negeri Malang;TEKNOLOGI REKAYASA KONSTRUKSI JALAN DAN JEMBATAN (D4);-;-;-;-;"599,93";116;21;1:06
Politeknik Negeri Malang;TEKNOLOGI REKAYASA OTOMOTIF (PSDKU LUMAJANG) (D4);-;-;-;-;0;12;24;1:01
Politeknik Negeri Malang;TEKNOLOGI SIPIL (KAMPUS KAB LUMAJANG) (D3);-;-;-;-;0;17;32;1:01
Politeknik Negeri Malang;USAHA PERJALANAN WISATA (D4);-;-;-;-;"582,52";79;24;1:03
UPN Veteran Jawa Timur;ADMINISTRASI BISNIS (S1);"90,52";910;100;1:09;"657,25";1101;136;1:08
UPN Veteran Jawa Timur;ADMINISTRASI PUBLIK (S1);"90,32";895;97;1:09;"683,54";1322;132;1:10
UPN Veteran Jawa Timur;AGRIBISNIS (S1);"88,03";413;75;1:06;"622,04";631;104;1:06
UPN Veteran Jawa Timur;AGROTEKNOLOGI (S1);"86,56";348;81;1:04;"602,47";579;110;1:05
UPN Veteran Jawa Timur;AKUNTANSI (S1);"90,65";949;121;1:08;"680,17";1246;165;1:08
UPN Veteran Jawa Timur;ARSITEKTUR (S1);"87,5";374;46;1:08;"565,1";501;64;1:08
UPN Veteran Jawa Timur;BAHASA INGGRIS UNTUK KOMUNIKASI BISNIS DAN PROFESIONAL (D4);"86,13";0;12;–;0;0;16;–
UPN Veteran Jawa Timur;BISNIS DIGITAL (S1);"86,13";210;12;1:18;"554,64";489;16;1:31
UPN Veteran Jawa Timur;DESAIN INTERIOR (S1);"86,09";76;25;1:03;"528,16";136;37;1:04
UPN Veteran Jawa Timur;DESAIN KOMUNIKASI VISUAL (S1);"86,88";349;52;1:07;"559,67";492;73;1:07
UPN Veteran Jawa Timur;EKONOMI PEMBANGUNAN (S1);"89,42";520;76;1:07;"585,57";557;104;1:05
UPN Veteran Jawa Timur;FISIKA (S1);"85,75";21;23;1:01;"518,4";37;32;1:01
UPN Veteran Jawa Timur;HUBUNGAN INTERNASIONAL (S1);"89,19";455;43;1:11;"618,12";603;60;1:10
UPN Veteran Jawa Timur;HUKUM (S1);"90,22";732;106;1:07;"660,93";1121;143;1:08
UPN Veteran Jawa Timur;ILMU KOMUNIKASI (S1);"90,76";1125;107;1:11;"685,04";1528;146;1:10
UPN Veteran Jawa Timur;INFORMATIKA (S1);"90,09";723;106;1:07;"656,42";1011;145;1:07
UPN Veteran Jawa Timur;KEDOKTERAN (S1);"90,99";0;15;–;0;0;20;–
UPN Veteran Jawa Timur;KEWIRAUSAHAAN (S1);"87,22";354;31;1:11;"623,85";734;44;1:17
UPN Veteran Jawa Timur;LINGUISTIK INDONESIA (S1);86;23;12;1:02;"527,06";45;16;1:03
UPN Veteran Jawa Timur;MANAJEMEN (S1);"90,86";1340;152;1:09;"686,13";1633;205;1:08
UPN Veteran Jawa Timur;PARIWISATA (S1);"87,58";407;31;1:13;"567,32";509;44;1:12
UPN Veteran Jawa Timur;SAINS DATA (S1);"88,07";416;40;1:10;"591,33";565;56;1:10
UPN Veteran Jawa Timur;SISTEM INFORMASI (S1);"89,48";621;79;1:08;"634,1";751;107;1:07
UPN Veteran Jawa Timur;TEKNIK INDUSTRI (S1);"89,98";688;76;1:09;"652,91";856;105;1:08
UPN Veteran Jawa Timur;TEKNIK KIMIA (S1);"88,18";436;83;1:05;"553,78";455;111;1:04
UPN Veteran Jawa Timur;TEKNIK LINGKUNGAN (S1);"88,19";439;49;1:09;"590,69";560;69;1:08
UPN Veteran Jawa Timur;TEKNIK MESIN (S1);"86,4";334;34;1:10;"558,87";491;49;1:10
UPN Veteran Jawa Timur;TEKNIK SIPIL (S1);"89,31";517;49;1:11;"622,19";645;69;1:09
UPN Veteran Jawa Timur;TEKNOLOGI PANGAN (S1);"89,31";492;46;1:11;"575,32";536;64;1:08
Universitas Trunojoyo Madura;AGRIBISNIS (S1);"86,88";240;80;1:03;"584,4";204;80;1:03
Universitas Trunojoyo Madura;AGROEKOTEKNOLOGI (S1);"84,96";142;80;1:02;"550,7";123;80;1:02
Universitas Trunojoyo Madura;AKUNTANSI (D3);"81,9";17;20;1:01;"510,57";31;20;1:02
Universitas Trunojoyo Madura;AKUNTANSI (S1);"88,21";531;140;1:04;"635,26";455;140;1:03
Universitas Trunojoyo Madura;EKONOMI PEMBANGUNAN (S1);"86,87";230;100;1:02;"608,52";254;100;1:03
Universitas Trunojoyo Madura;EKONOMI SYARIAH (S1);"86,38";229;140;1:02;"620,33";356;140;1:03
Universitas Trunojoyo Madura;ENTERPRENEURSHIP (D3);"80,11";14;20;1:01;"510,51";26;20;1:01
Universitas Trunojoyo Madura;HUKUM BISNIS SYARIAH (S1);"83,68";119;80;1:01;"570,41";168;80;1:02
Universitas Trunojoyo Madura;ILMU HUKUM (S1);"87,5";463;180;1:03;"639,24";498;180;1:03
Universitas Trunojoyo Madura;ILMU KELAUTAN (S1);"82,82";79;80;1:01;"522,06";95;80;1:01
Universitas Trunojoyo Madura;ILMU KOMUNIKASI (S1);"87,34";382;100;1:04;"632,56";451;100;1:05
Universitas Trunojoyo Madura;MANAJEMEN (S1);"88,55";855;140;1:06;"648,15";754;140;1:05
Universitas Trunojoyo Madura;MANAJEMEN SUMBERDAYA PERAIRAN (S1);"82,11";56;60;1:01;"546,75";122;60;1:02
Universitas Trunojoyo Madura;PENDIDIKAN BAHASA DAN SASTRA INDONESIA (S1);"87,18";281;80;1:04;"612,34";272;80;1:03
Universitas Trunojoyo Madura;PENDIDIKAN GURU ANAK USIA DINI (S1);"83,89";123;80;1:02;"568,97";133;80;1:02
Universitas Trunojoyo Madura;PENDIDIKAN ILMU PENGETAHUAN ALAM (S1);"86,04";228;80;1:03;"586,49";210;80;1:03
Universitas Trunojoyo Madura;PENDIDIKAN INFORMATIKA (S1);"83,77";122;60;1:02;"569,54";158;60;1:03
Universitas Trunojoyo Madura;PGSD (S1);"83,05";672;100;1:07;"646,91";653;100;1:07
Universitas Trunojoyo Madura;PSIKOLOGI (S1);"88,49";542;80;1:07;"642,07";592;80;1:07
Universitas Trunojoyo Madura;SASTRA INGGRIS (S1);"85,25";149;100;1:01;"575,61";197;100;1:02
Universitas Trunojoyo Madura;SISTEM INFORMASI (S1);"85,66";207;80;1:03;"599,52";243;80;1:03
Universitas Trunojoyo Madura;SOSIOLOGI (S1);"86,74";230;100;1:02;"608,42";253;100;1:03
Universitas Trunojoyo Madura;TEKNIK ELEKTRO (S1);"88,53";105;60;1:02;"525,25";109;60;1:02
Universitas Trunojoyo Madura;TEKNIK INDUSTRI (S1);"87,17";266;100;1:03;"614,44";308;100;1:03
Universitas Trunojoyo Madura;TEKNIK INFORMATIKA (S1);"87,34";421;100;1:04;"620,55";411;100;1:04
Universitas Trunojoyo Madura;TEKNIK MEKATRONIKA (S1);88;34;40;1:01;"517,41";53;40;1:01
Universitas Trunojoyo Madura;TEKNIK MESIN (S1);"84,3";131;40;1:03;"533,36";121;40;1:03
Universitas Trunojoyo Madura;TEKNOLOGI INDUSTRI PERTANIAN (S1);"84,03";128;80;1:02;"568,45";123;80;1:02
Politeknik Negeri Madura;KEPERAWATAN (D3);-;-;-;-;"638,31";215;48;1:04
Politeknik Negeri Madura;TEKNIK BANGUNAN KAPAL (D3);-;-;-;-;"515,75";10;12;1:01
Politeknik Negeri Madura;TEKNIK LISTRIK INDUSTRI (D3);-;-;-;-;"569,81";26;24;1:01
Politeknik Negeri Madura;TEKNIK MESIN ALAT BERAT (D3);-;-;-;-;"622,53";37;24;1:02
Politeknik Negeri Madura;PROMOSI KESEHATAN (D4);-;-;-;-;0;0;24;–
Politeknik Negeri Madura;TEKNOLOGI REKAYASA KESELAMATAN (D4);-;-;-;-;"631,67";38;24;1:02
Politeknik Negeri Madura;TEKNOLOGI REKAYASA OTOMASI (D4);-;-;-;-;"539,27";11;12;1:01
Politeknik Negeri Madiun;ADMINISTRASI BISNIS (D3);-;-;36;1:08;-;326;48;1:07
Politeknik Negeri Madiun;AKUNTANSI (D3);-;-;36;1:06;-;183;48;1:04
Politeknik Negeri Madiun;AKUNTANSI PERPAJAKAN (D4);-;-;36;1:07;-;285;48;1:06
Politeknik Negeri Madiun;AKUNTANSI SEKTOR PUBLIK (D4);-;-;18;–;-;0;24;–
Politeknik Negeri Madiun;BAHASA INGGRIS (D3);-;-;27;1:01;-;45;36;1:01
Politeknik Negeri Madiun;PEMASARAN DIGITAL (D4);-;-;18;–;-;0;24;–
Politeknik Negeri Madiun;PERKERETAAPIAN (D4);-;-;36;1:13;-;589;48;1:12
Politeknik Negeri Madiun;TEKNIK KOMPUTER KONTROL (D3);-;-;36;1:03;-;99;48;1:02
Politeknik Negeri Madiun;TEKNIK LISTRIK (D3);-;-;36;1:03;-;69;48;1:01
Politeknik Negeri Madiun;TEKNOLOGI INFORMASI (D3);-;-;36;1:05;-;213;48;1:04
Politeknik Negeri Madiun;TEKNOLOGI REKAYASA ELEKTRONIKA (D4);-;-;18;–;-;0;24;–
Politeknik Negeri Madiun;TEKNOLOGI REKAYASA OTOMOTIF (D4);-;-;36;1:03;-;91;48;1:02
Politeknik Negeri Madiun;TEKNOLOGI REKAYASA PERANGKAT LUNAK (D4);-;-;18;–;-;0;24;–
Universitas Gadjah Mada;AGRONOMI (S1);"91,03";132;24;1:06;"636,66";248;24;1:10
Universitas Gadjah Mada;AKUAKULTUR (BUDIDAYA PERIKANAN) (S1);"90,7";125;23;1:05;"631,72";208;23;1:09
Universitas Gadjah Mada;AKUNTANSI (S1);"96,74";1015;45;1:23;"715,16";1750;45;1:39
Universitas Gadjah Mada;AKUNTANSI SEKTOR PUBLIK (D4);"93,66";275;30;1:09;"686,25";597;30;1:20
Universitas Gadjah Mada;ANTROPOLOGI BUDAYA (S1);"92,77";205;30;1:07;"676,17";444;30;1:15
Universitas Gadjah Mada;ARKEOLOGI (S1);"91,4";149;20;1:07;"656,08";305;20;1:15
Universitas Gadjah Mada;ARSITEKTUR (S1);"94,65";470;24;1:20;"698,74";823;24;1:34
Universitas Gadjah Mada;BAHASA DAN KEBUDAYAAN JEPANG (S1);"92,73";198;18;1:11;"667,59";403;18;1:22
Universitas Gadjah Mada;BAHASA DAN KEBUDAYAAN KOREA (S1);"94,07";312;20;1:16;"683,11";567;20;1:28
Universitas Gadjah Mada;BAHASA DAN SASTRA INDONESIA (S1);"92,29";180;30;1:06;"668,12";413;30;1:14
Universitas Gadjah Mada;BAHASA DAN SASTRA PRANCIS (S1);"88,3";75;14;1:05;"604,55";164;14;1:12
Universitas Gadjah Mada;BAHASA INGGRIS (D4);"91,67";156;18;1:09;"664,22";343;18;1:19
Universitas Gadjah Mada;BAHASA JEPANG UNTUK KOMUNIKASI BISNIS DAN PROFESIONAL (D4);"88,06";0;18;–;0;0;18;–
Universitas Gadjah Mada;"BAHASA, SASTRA, DAN BUDAYA JAWA (S1)";"88,7";92;14;1:07;"614,33";182;14;1:13
Universitas Gadjah Mada;BIOLOGI (S1);"93,82";295;68;1:04;"673,22";420;68;1:06
Universitas Gadjah Mada;BISNIS PERJALANAN WISATA (D4);"92,55";194;27;1:07;"674,21";423;27;1:16
Universitas Gadjah Mada;EKONOMI PERTANIAN DAN AGRIBISNIS (S1);"93,31";260;27;1:10;"677,68";502;27;1:19
Universitas Gadjah Mada;ELEKTRONIKA DAN INSTRUMENTASI (S1);"89,63";115;24;1:05;"648,64";274;24;1:11
Universitas Gadjah Mada;FARMASI (S1);"96,79";1523;72;1:21;"715,92";1859;72;1:26
Universitas Gadjah Mada;FILSAFAT (S1);"92,94";212;45;1:05;"682,58";538;45;1:12
Universitas Gadjah Mada;FISIKA (S1);"88,16";58;21;1:03;"602,91";152;21;1:07
Universitas Gadjah Mada;GEOFISIKA (S1);"90,72";130;21;1:06;"652,7";285;21;1:14
Universitas Gadjah Mada;GEOGRAFI LINGKUNGAN (S1);"92,94";208;33;1:06;"674,61";439;33;1:13
Universitas Gadjah Mada;GIZI (S1);"96,04";747;30;1:25;"706,6";1084;30;1:36
Universitas Gadjah Mada;HIGIENE GIGI (S1);"91,52";153;15;1:10;"635,93";238;15;1:16
Universitas Gadjah Mada;HUKUM (S1);"96,82";1665;96;1:17;"716,53";3014;96;1:31
Universitas Gadjah Mada;ILMU AKTUARIA (S1);"93,87";295;15;1:20;"674,46";426;15;1:28
Universitas Gadjah Mada;ILMU DAN INDUSTRI PETERNAKAN (S1);"93,96";300;90;1:03;"693,23";717;90;1:08
Universitas Gadjah Mada;ILMU EKONOMI (S1);"94,02";311;30;1:10;"690,89";646;30;1:22
Universitas Gadjah Mada;ILMU HUBUNGAN INTERNASIONAL (S1);"95,53";695;24;1:29;"713,19";1418;24;1:59
Universitas Gadjah Mada;ILMU KEPERAWATAN (S1);"96,42";1014;36;1:28;"703,07";1048;36;1:29
Universitas Gadjah Mada;ILMU KOMPUTER (S1);"95,43";684;24;1:29;"709,91";1220;24;1:51
Universitas Gadjah Mada;ILMU KOMUNIKASI (S1);"96,4";858;24;1:36;"713,85";1622;24;"0,088888889"
Universitas Gadjah Mada;ILMU TANAH (S1);"89,47";112;23;1:05;"633,8";216;23;1:09
Universitas Gadjah Mada;KARTOGRAFI DAN PENGINDERAAN JAUH (S1);"90,87";131;30;1:04;"649,25";278;30;1:09
Universitas Gadjah Mada;KEDOKTERAN (S1);"96,97";2193;54;1:41;"718,25";3766;54;"0,090277778"
Universitas Gadjah Mada;KEDOKTERAN GIGI (S1);"96,18";751;45;1:17;"712,69";1260;45;1:28
Universitas Gadjah Mada;KEDOKTERAN HEWAN (S1);"94,68";501;68;1:07;"702,75";1006;68;1:15
Universitas Gadjah Mada;KEHUTANAN (S1);95;581;90;1:06;"711,85";1236;90;1:14
Universitas Gadjah Mada;KIMIA (S1);"92,12";177;42;1:04;"639,99";269;42;1:06
Universitas Gadjah Mada;MANAJEMEN (S1);"96,77";1351;45;1:30;"716,38";2307;45;1:51
Universitas Gadjah Mada;MANAJEMEN DAN KEBIJAKAN PUBLIK (S1);"94,23";323;24;1:13;"694,43";740;24;1:31
Universitas Gadjah Mada;MANAJEMEN DAN PENILAIAN PROPERTI (D4);"93,09";221;30;1:07;"667,25";393;30;1:13
Universitas Gadjah Mada;MANAJEMEN INFORMASI KESEHATAN (D4);"94,56";363;36;1:10;"692,2";649;36;1:18
Universitas Gadjah Mada;MANAJEMEN SUMBERDAYA AKUATIK (MANAJEMEN SUMBER DAYA PERIKANAN) (S1);"90,66";122;23;1:05;"604,68";167;23;1:07
Universitas Gadjah Mada;MATEMATIKA (S1);"92,61";195;24;1:08;"657,43";324;24;1:14
Universitas Gadjah Mada;MIKROBIOLOGI PERTANIAN (S1);"88,35";76;11;1:07;"603,46";164;11;1:15
Universitas Gadjah Mada;PARIWISATA (S1);"94,76";535;21;1:25;"695,92";808;21;1:38
Universitas Gadjah Mada;PEMBANGUNAN EKONOMI KEWILAYAHAN (D4);"91,84";157;30;1:05;"634,13";229;30;1:08
Universitas Gadjah Mada;PEMBANGUNAN SOSIAL DAN KESEJAHTERAAN (S1);"93,19";234;24;1:10;"683,91";568;24;1:24
